orcid_id;begin;end;role;institution;city;country;speciality
0000-0002-4429-136X;;;MSc;Drexel University;Philadelphia;US;iSchool@UBC: School of Library, Archival and Information Studies
0000-0002-5240-060X;;2014;MSc;Universidade de São Paulo;Sao Paulo;BR;History
0000-0002-6086-0649;2016;;MSc;Yale University;New Haven;US;Computer Science
0000-0001-7629-1404;2005;2006;MSc;Instituto Brasileiro de Mercado de Capitais;Rio de Janeiro;BR;Business Administration
0000-0003-2646-6784;2001;2002;MSc;University of York;York;GB;Archaeology
0000-0002-8102-9416;;2014;MSc;Universidade Nova de Lisboa Faculdade de Ciências e Tecnologia;Caparica;PT; None
0000-0001-8251-7131;;;MSc;University of Florida;Gainesville;US; None
0000-0002-8102-9416;;2012;MSc;Universidade de Lisboa Instituto Superior Técnico;Lisboa;PT; None
0000-0002-8102-9416;2007;2008;MSc;Universidade Técnica de Lisboa Centro de Química-Física Molecular;Lisboa;PT;Química-Física Molecular
0000-0002-5750-5988;;;MSc;London School of Hygiene & Tropical Medicine;London;GB;Medical
0000-0002-1951-6942;;;MSc;École nationale des chartes;Paris;FR; None
0000-0003-0850-8266;2018;2020;MSc;École nationale des chartes;Paris;FR; None
0000-0002-8102-9416;2011;2011;MSc;Institut Parisien de Chimie Moléculaire;Paris;FR; None
0000-0003-1286-3893;2001;2006;MSc;Sorbonne Université;Paris;FR; None
0000-0001-8251-7131;;;MSc;Florida State University;Tallahassee;US; None
0000-0003-4776-0261;2009;2010;MPhil;University of Cambridge;Cambridge;GB;Faculty of History
0000-0002-0287-7493;2013;2017;MPhil;University of Kent;Canterbury;GB;Classical and Archaeological Studies
0000-0002-9115-4739;2006;2010;Molecular Biology;University of Toronto;Toronto;CA; None
0000-0002-7998-940X;;2004;MLS;Indiana University;Bloomington;US; None
0000-0002-7990-9924;;2015;MLS;University of British Columbia;Vancouver;CA;iSchool@UBC: School of Library, Archival and Information Studies
0000-0003-0774-4777;2011;2012;MLIS;Western University;London;CA;Faculty of Information and Media Studies
0000-0002-0276-8078;2000;2002;MIA;Columbia University;New York;US;School of International and Public Affairs
0000-0003-2771-5367;2015;2018;Metadata & Cataloging Librarian;George Mason University;Fairfax;US;University Libraries
0000-0001-7750-7246;1991;;Mestre;Universidade Metodista de Piracicaba;Piracicaba;BR;Filosofia e História da Educação
0000-0001-9461-7834;2020;;Mestrando em Sociologia;Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Politicos;Rio de Janeiro;BR; Sociais e Politicos
0000-0002-2094-8216;2013;2015;Mestrado;Universidade Federal do Rio Grande do Norte;Natal;BR;Programa de Pós-Graduação em História
0000-0002-8280-3338;2009;2011;Meste em População, Território e Estatísticas Públicas;ENCE / IBGE;Rio de Janeiro;BR;ENCE
0000-0002-2785-3519;2015;2017;Mellon Digital Humanities Fellow and Visiting Assistant Professor of English;Washington and Lee University;Lexington;US;University of Virginia
0000-0002-8263-5485;;;MBA;" ""Queen's University""";Kingston;CA; None
0000-0002-0276-8078;2012;2013;Max Weber Postdoctoral Fellow;European University Institute;Fiesole;IT; None
0000-0001-6122-0777;2008;2009;Master;University of Valencia;Valencia;ES;Valencia
0000-0003-2771-5367;2012;2014;Master;Indiana University;Bloomington;US;School of Library and Information Science
0000-0003-0900-6823;2008;2009;Master;Wayne State University;Detroit;US;School of Library and Information Science
0000-0001-5301-5626;2002;2005;Master;San Jose State University;San Jose;US;School of Library and Information Science
0000-0001-9759-8464;2016;2018;Master;Florida State University;Tallahassee;US;School of Information Sciences
0000-0001-8577-8409;2014;2016;Master;Indiana University;Bloomington;US;School of Informatics, Computing, and Engineering
0000-0002-3057-932X;2019;2021;Master;Hertie School;Berlin;DE;Public Policy
0000-0002-1895-3905;1999;2000;Master;Universidade Federal de Santa Catarina;Florianopolis;BR;Production Engineer
0000-0003-2740-7831;2020;2020;Master;Universidad Nacional de Educación a Distancia;Madrid;ES;Laboratorio de Investigación en Humanidades Digitales, Facultad de Filología, E.T.S.I. Informática
0000-0002-7990-9924;;2015;Master;University of British Columbia;Vancouver;CA;iSchool@UBC: School of Library, Archival and Information Studies
0000-0001-5542-3754;1998;2002;Master;Concordia University;Montreal;CA;Informatique / Computer Science
0000-0002-5958-9038;2001;2005;Master;George Mason University;Fairfax;US;History & Art History
0000-0001-7526-1166;2013;2015;Master;Binghamton University;Binghamton;US;History
0000-0001-5452-3913;2008;2010;Master;" ""Institut d'études politiques de Paris""";Paris;FR;History
0000-0002-1470-7723;2006;2007;Master;York University;Toronto;CA;History
0000-0001-7503-8685;2012;2014;Master;Université Bordeaux Montaigne;Pessac;FR;None
0000-0002-2128-0641;2004;2006;Master;Université de Strasbourg;Strasbourg;FR;Faculté des Sciences Historiques
0000-0003-2740-7831;2020;;Master;Universidad Nacional de Educación a Distancia;Madrid;ES;Facultad de Filosofía y Letras
0000-0002-9433-2799;2010;2013;Master;Universidade NOVA de Lisboa;Lisboa;PT;Faculdade de Ciências Sociais e Humanas
0000-0001-9759-8464;2009;2011;Master;University of Florida;Gainesville;US;English
0000-0001-5452-3913;2006;2008;Master;École nationale des chartes;Paris;FR;Digital Humanities
0000-0002-1367-1618;2011;2014;Master;ETH Zurich;Zurich;CH;Department of Humanities, Social and Political Sciences
0000-0002-7406-6286;2005;2008;Master;" ""Università Ca' Foscari""";Venezia;IT;Department of Classics
0000-0002-9364-2808;2009;2011;Master;Yale University Yale Divinity School;New Haven;US; None
0000-0003-0275-5143;2008;2010;Master;École nationale des chartes;Paris;FR; None
0000-0002-9115-4739;2012;2014;Master;University of Toronto;Toronto;CA; None
0000-0002-4130-6669;2016;2017;Master;" ""Ecole Nationale Superieur des Sciences de l'Information et des Bibliotheques""";Villeurbanne;FR;" ""Sciences de l'information et des bibliothèques"
0000-0002-4130-6669;2014;2016;Master;" ""Ecole Nationale Superieur des Sciences de l'Information et des Bibliotheques""";Villeurbanne;FR;" ""Sciences de l'information et des bibliothèques"
0000-0001-8693-3677;2014;;Manager;Indiana University;Bloomington;US;Research Technologies
0000-0001-9759-8464;2014;2015;Manager;Bard College;Annandale-on-Hudson;US;Center for Moving Image Arts
0000-0001-8584-8323;;;Manager;University of Virginia;Charlottesville;US;" ""Library / Scholars' Lab"""
0000-0001-6741-6746;2015;2017;Magister;Universidad Nacional de San Martín;Buenos Aires;AR;Instituto de Altos Estudios Sociales 
0000-0001-5822-5112;;2020;Magister;Pontificia Universidad Católica de Chile;Santiago;CL;Facultad de Filosofía y Letras
0000-0001-9581-5007;2018;2019;Magister;Universidad de los Andes;Bogotá;CO;Facultad de Artes y Humanidades
0000-0001-5293-8322;2001;2007;Magister;Ludwig-Maximilians-Universität München;Munich;DE;Institute for Philosophy
0000-0003-2504-9372;1982;1987;Magister;Uniwersytet Jagiello?ski w Krakowie;Krakow;PL;Instytut Filologii Angielskiej
0000-0003-0591-5560;2010;2012;Maestría en historia ;Universidad Autónoma de San Luis Potosí;San Luis Potosi;MX; None
0000-0003-2897-2090;2014;2016;MA;Clemson University;Clemson;US;English
0000-0001-8076-7356;2004;2014;MA/PhD in English and Textual Studies;University of Washington;Seattle;US;English
0000-0002-4429-136X;;;MA;University of Massachusetts Boston;Boston;US;History
0000-0002-8174-4524;2003;2005;MA;Universidad Nacional de Colombia;Bogota;CO;IEPRI - Institute of Political Studies and International Relations
0000-0001-8577-8409;2009;2012;MA;California State University Fullerton;Fullerton;US;Medieval Studies
0000-0002-9058-2280;2008;2010;MA;University of Alberta;Edmonton;CA;Library and Information Studies
0000-0003-2646-6784;2000;2001;MA;University of Birmingham;Birmingham;GB;Ironbridge Institute
0000-0002-8916-4997;;;MA;Universitat Pompeu Fabra;Barcelona;ES;Comparative Literature
0000-0003-3184-3943;2005;2011;MA;Université de Lausanne;Lausanne;CH;History and Philosophy
0000-0002-9126-2991;2007;2008;MA;School of Oriental and African Studies, University of London;London;GB;Oriental and African Studies
0000-0002-2128-0641;2004;2005;MA;Università degli Studi di Firenze;Firenze;IT;Dipartimento di Storia
0000-0002-5406-8807;;2009;MA;University of Connecticut;Storrs;US;Medieval Studies
0000-0003-4981-1587;;2005;MA;Simmons College;Boston;US;History
0000-0001-5519-8331;2005;2007;MA;University of Virginia;Charlottesville;US;History
0000-0003-4981-1587;;2012;MA;University of New Hampshire;Durham;US;History
0000-0003-4158-6186;2007;2009;MA;University of Nebraska-Lincoln;Lincoln;US;History
0000-0003-1275-4101;2013;2014;MA;Carnegie Mellon University;Pittsburgh;US;History
0000-0001-5542-3754;2011;2013;MA;Université de Montréal;Montreal;CA;Histoire / History
0000-0002-9192-6233;2008;2009;MA;University of California Berkeley;Berkeley;US;German
0000-0002-9723-4262;2011;2012;MA;Universidad Autónoma de Madrid;Madrid;ES;Filosofía y Letras
0000-0003-2827-1569;2008;2010;MA;Brooklyn College;Brooklyn;US;English
0000-0003-2696-1419;2012;2013;MA;University of Rochester;Rochester;US;English
0000-0002-5440-062X;2010;2012;MA;Georgetown University;Washington;US;English
0000-0002-9881-682X;2001;2003;MA;Georgetown University;Washington;US;English
0000-0003-2827-1569;2011;2014;MA;New York University;New York;US;Draper Program
0000-0002-9723-4262;2013;2016;MA;University of Puerto Rico at Río Piedras;San Juan;US;Comparative Literature
0000-0002-7990-9924;;2009;MA;University of St Andrews;St Andrews;GB;Classics
0000-0002-4387-3384;2010;2012;MA;University of Maryland;College Park;US;Art History & Archaeology
0000-0002-3575-1512;2014;2015;MA;University of Memphis;Memphis;US;Anthropology
0000-0001-9149-9377;2001;2007;MA;Universität Bremen;Bremen;DE; None
0000-0002-0824-3328;2014;2016;MA;The University of Oklahoma;Norman;US; None
0000-0001-9532-3133;;2003;M.Sc. Software Engineering;Universidad de Oviedo;Gijón;ES;Software Systems and Computation
0000-0001-5519-8331;2003;2005;M.S.;University of Virginia;Charlottesville;US;Mathematics
0000-0002-4295-895X;2011;2013;MA;University of Nebraska-Lincoln;Lincoln;US;Modern Languages and Literatures
0000-0002-1637-8505;;;MA;Universidade Federal do Rio de Janeiro Editora UFRJ;Rio de Janeiro;BR;IFCS
0000-0002-0287-7493;2012;2013;MA;" ""King's College London""";London;GB;Classics
0000-0002-0287-7493;2010;2012;MA;Graduate Theological Union;Berkeley;US;Theology
0000-0002-2475-3184;2011;2015;MA;Université de Montréal;Montreal;CA;German
0000-0001-9984-725X;2017;;Literary Informatics Librarian;Pennsylvania State University;University Park;US;University Libraries
0000-0001-9581-5007;2004;2009;Lingüista;Universidad Nacional de Colombia;Bogota;CO;Lingüista
0000-0001-7750-7246;1981;;Licenciado;Faculdade Nossa Senhora Medianeira - Colégio São Luiz - SP;São Paulo;BR;Filosofia
0000-0002-2128-0641;;2004;Licenciado;Université de Strasbourg;Strasbourg;FR;Faculté des Sciences Historiques
0000-0001-5822-5112;;2016;Licenciado;Pontificia Universidad Católica de Chile;Santiago;CL;Facultad de Filosofía y Letras
0000-0003-2495-7213;2014;;Licenciado;Universidad de Buenos Aires;Buenos Aires;AR;Facultad de Filosofía y Letras
0000-0002-2094-8216;2008;2012;Licenciado;Universidade Federal do Rio Grande do Norte;Natal;BR;Departamento de História
0000-0003-0591-5560;2005;2010;Licenciado;Universidad Autónoma de San Luis Potosí;San Luis Potosi;MX;Coordinación de Ciencias Sociales y Humanidades 
0000-0002-1650-1091;;1987;Licenciado;Universidad de Alcala de Henares Facultad de Biologia;Alcala de Henares;ES;Facultad de Biologia
0000-0002-8801-636X;2016;;Licenciado;Universidad de Buenos Aires;Buenos Aires;AR; None
0000-0002-1650-1091;;2005;Licenciado;Universidad Carlos III de Madrid;Madrid;ES; None
0000-0001-9288-1754;2015;2016;Library systems manager;York St John University;York;GB;Information Learning Services
0000-0001-9288-1754;2016;;Library systems manager;Université Bordeaux Montaigne;Pessac;FR; None
0000-0001-9759-8464;2016;2016;Library Assistant;University of Miami;Coral Gables;US;Special Collections
0000-0003-4981-1587;2000;2001;Library and Archives Assistant;Historic New England;Boston;US;Library and Information Science
0000-0001-8076-7356;2019;;Librarian;University of Delaware;Newark;US;UD Library, Museums & Press
0000-0001-8251-7131;2022;;Librarian;University of Florida;Gainesville;US;Special and Area Studies Collection, George A. Smathers Libraries
0000-0002-4429-136X;2007;2015;Librarian;Drexel University;Philadelphia;US;Library and Information Science
0000-0002-8977-7873;2007;;Librarian;Pontificia Universidad Javeriana;Bogota;CO;Cundinamarca
0000-0002-3057-932X;2012;;Legislative Advisor;Senado Federal;Brasilia;BR; None
0000-0003-0275-5143;2018;;Lecturer;Université Paris-Nanterre;Nanterre;FR;UFR Philia
0000-0001-9532-3133;2017;;Lecturer;Universidad Complutense de Madrid;Madrid;ES;Software Systems and Computation
0000-0002-0276-8078;2013;;Lecturer;University of St Andrews;St Andrews;GB;School of History
0000-0002-4211-1062;1970;1985;Lecturer;University of Exeter;Exeter;GB;Political Science
0000-0002-6834-0250;2017;;Lecturer;University of Geneva;Geneva;CH;Multilingual Communication Technology
0000-0002-4295-895X;2018;2018;Lecturer;University of Nebraska at Kearney;Kearney;US;Modern Languages
0000-0002-4903-1372;2020;;Lecturer;Université Paris-Est Créteil Val de Marne;Creteil;FR;LLSH
0000-0002-1695-8497;2010;;Lecturer;Université Paris-Nanterre;Nanterre;FR;Langues et littératures grecques et latines
0000-0002-1895-3905;2021;;Lecturer;Universität Wien;Wien;AT;Institut für Europäische und Vergleichende Sprach- und Literaturwissenschaft
0000-0003-4343-0265;2020;;Lecturer;University College London;London;GB;Information Studies
0000-0002-6834-0250;2009;;Lecturer;Université Libre de Bruxelles;Brussels;BE;Information Science
0000-0002-4352-2154;2015;2021;Lecturer;University of Essex;Colchester;GB;History
0000-0003-4981-1587;2011;2013;Lecturer;Granite State College;Concord;US;History
0000-0003-4343-0265;2014;2017;Lecturer;University of Hertfordshire;Hatfield;GB;History
0000-0002-2877-0539;2006;2009;Lecturer;Universidad Nacional de Colombia;Bogota;CO;Department of Philosophy
0000-0001-9532-3133;2017;2017;Lecturer;Universidad Carlos III de Madrid;Leganés;ES;Computer Science and Engineering
0000-0003-3184-3943;2018;;Lecturer;École Polytechnique Fédérale de Lausanne;Lausanne;CH;Collège des Humanités
0000-0002-0688-3006;2016;;Lecturer;Australian National University;Canberra;AU;Centre for Digital Humanities Research
0000-0002-8453-7221;2019;;Lecturer;University of Geneva;Geneva;CH; None
0000-0003-3184-3943;2018;;Lecturer;Universite de Lausanne;Lausanne;CH;" ""Section d'histoire"""
0000-0002-0237-2532;2015;2017;Lecturer;Université de Lausanne;Lausanne;CH;" ""Section d'histoire"""
0000-0002-8102-9416;2011;2014;Laboratory Technician;Universidade de Lisboa Instituto Superior Técnico;Lisboa;PT; None
0000-0002-8102-9416;2009;2010;Laboratory Technician;Universidade de Lisboa Instituto Superior Técnico;Lisboa;PT; None
0000-0001-9759-8464;2015;2016;Laboratory Techician;Continental Film & Digital Laboratory;Miami;US; None
0000-0003-2852-065X;2009;2011;Junior Web Development Assistant;United Nations University;Bonn;DE;UNU-ViE (Vice Rectorate in Europe)
0000-0003-2852-065X;2021;;"Junior Academy Professor for ""Digital Humanities""";University of Rostock;Rostock;DE;Digital humanities
0000-0001-9532-3133;2014;2018;Jefe de Servicio de Biometría;INIA;Madrid;ES;Subdirección General de Investigación y Tecnología
0000-0001-9532-3133;2018;;Jefe de Área;Ministerio de Ciencia e Innovación;Madrid;ES;SG de Grandes Infraestructuras Científico-Técnicas
0000-0003-2646-6784;2003;2003;IT project assistant;Wessex Archaeology;Salisbury;GB; None
0000-0002-8263-5485;;;IT Manager;Carleton University;Ottawa;CA; None
0000-0002-4295-895X;2021;2022;Irakaslea / Lecturer;Euskal Herriko Unibertsitatea;Eibar;ES;Humanitate Digitalak: Aukera berriak ikertzen
0000-0003-2646-6784;2010;2015;Interoperability Manager (APEnet and APEx project);The National Archives of the Netherlands;The Hague;NL; None
0000-0003-2646-6784;2008;2009;Interoperability Manager;Europeana.eu;The Hague;NL; None
0000-0001-6959-6605;2015;2016;Intern;The Open University;Milton Keynes;GB;Faculty of Mathematics, Computing and Technology
0000-0002-1470-7723;2016;2017;Intern;University of Toronto;Toronto;CA;Faculty of Information Studies
0000-0002-8102-9416;2009;2009;Intern;Universidade Técnica de Lisboa Centro de Química-Física Molecular;Lisboa;PT;Química-Física Molecular
0000-0003-0850-8266;2020;2021;Intern;Université de Neuchâtel;Neuchatel;CH; None
0000-0002-9433-2799;2009;2010;Integration research fellowship;Centro de História de Além-Mar;Lisboa;PT; None
0000-0002-9433-2799;2008;2009;Integration research fellowship;Instituto de História Contemporânea;Lisboa;PT;História Contemporânea
0000-0002-4295-895X;2011;2016;Instructor;University of Nebraska-Lincoln;Lincoln;US;Modern Languages and Literatures
0000-0001-5519-8331;2003;2005;Instructor;University of Virginia;Charlottesville;US;Mathematics
0000-0001-5519-8331;2006;2010;Instructor;University of Virginia;Charlottesville;US;History
0000-0003-4981-1587;2007;2009;Instructor;University of New Hampshire;Durham;US;History
0000-0001-5822-5112;;;Instructor;Pontificia Universidad Católica de Chile;Santiago;CL;Departamento de Ciencias del Lenguaje
0000-0002-4429-136X;2015;2017;Instruction and Digital Scholarship Librarian;Susquehanna University;Selinsgrove;US;Library and Information Science
0000-0003-2495-7213;2001;;Ingeniería Química;Universidad de Buenos Aires;Buenos Aires;AR;Facultad de Ingeneria
0000-0002-0237-2532;1994;1998;IEP;" ""Université de Strasbourg Institut d'Etudes Politiques""";Strasbourg;FR; None
0000-0003-0774-4777;2006;2010;Hon. B.Sc.;University of Toronto;Toronto;CA;Geography
0000-0002-2128-0641;2009;2014;History & Geography teacher;Lycée International des Pontonniers;Strasbourg;FR;English
0000-0001-7526-1166;2005;2011;Historian;Universidad Industrial de Santander;Bucaramanga;CO;History
0000-0003-0774-4777;2018;;Head, Research Support (Arts and Special Collections);University of Ottawa;Ottawa;CA;Library and Information Science
0000-0002-2785-3519;2017;;Head of Student Programs;University of Virginia;Charlottesville;US;" ""Scholars' Lab"
0000-0003-2771-5367;2019;;Head of Metadata Initiatives;University of Notre Dame;Notre Dame;US;Hesburgh Libraries
0000-0002-5240-060X;;2009;Graduation;Universidade Federal do Piauí;Teresina;BR;History
0000-0001-8076-7356;2004;2014;Graduate Teaching Assistant/Instructor;University of Washington;Seattle;US;English
0000-0003-2346-2876;2018;2019;Graduate Teaching Assistant;University of Illinois;Urbana;US;School of Information Sciences
0000-0003-2897-2090;2015;2016;Graduate Teacher of Record;Clemson University;Clemson;US;English
0000-0003-2897-2090;2016;2021;Graduate Research Fellow;University of Florida;Gainesville;US;English
0000-0002-9723-4262;2018;2020;Graduate Research Assistant, Digital Scholarship Lab Manager;University of Texas at Austin;Austin;US;LLILAS Benson Latin American Digital Initiatives
0000-0003-2670-6514;2017;;Graduate Research Assistant;Georgia Institute of Technology;Atlanta;US;School of Earth and Atmospheric Sciences
0000-0002-9364-2808;2011;2015;Graduate Research Assistant;George Mason University;Fairfax;US;Roy Rosenzweig Center for History and New Media
0000-0002-4295-895X;2016;2017;Graduate Research Assistant;University of Nebraska-Lincoln;Lincoln;US;Center for the Digital Research in the Humanities
0000-0002-1895-3905;1988;1993;Graduate in Systems Engineering;Pontifícia Universidade Católica do Rio de Janeiro;Rio de Janeiro;BR;Electrical Engineering
0000-0002-4295-895X;2013;2015;Graduate Certificate, Digital Humanities;University of Nebraska-Lincoln;Lincoln;US;Center for the Digital Research in the Humanities
0000-0003-2897-2090;2014;2015;Graduate Assistant, Adobe Creative Studio;Clemson University;Clemson;US;English
0000-0003-2346-2876;2017;2019;Graduate Assistant;University of Illinois;Urbana;US;University Libraries
0000-0001-6122-0777;2012;2013;Grado ingeniería informática ;Universidad Miguel Hernández de Elche;Elche;ES;Escuela Politécnica Superior
0000-0003-0774-4777;2013;;GIS and Geography Librarian;University of Ottawa;Ottawa;CA;Library and Information Science
0000-0002-2887-3554;2010;;Full Professor;Carleton University;Ottawa;CA;History
0000-0001-6959-6605;2009;2015;freelance software developer for interactive installations;Umbershoot (Trax Arts);Melbourne;AU;Art
0000-0002-4295-895X;2015;2016;Faculty Leader and Spanish Instructor for the Summer in Bilbao Study Abroad Program;Universidad de Deusto;Bilbao;ES;Centro Internacional de Español
0000-0001-9581-5007;2016;2017;Especialista en edición de publicaciones;Universidad de Antioquía;Medellin;CO;edición de publicaciones
0000-0002-1650-1091;;1995;Especialista en Biopatología Laboral y aplicada;Universidad Complutense de Madrid;Madrid;ES; None
0000-0002-8160-0942;1998;;Enterprise Architecture;Canada Mortgage and Housing Corp;Ottawa;CA;Information Technology
0000-0001-5452-3913;2021;;Enseignante-chercheuse;EPITECH;Le Kremlin-Bicetre;FR;" ""Méthodes Numériques pour les Sciences de l'Humain et de la Société"""
0000-0003-0275-5143;2015;2019;Engineer;" ""Institut National d'Histoire de l'Art""";Paris;FR;Département des études et de la recherche
0000-0002-1951-6942;2017;2018;Engineer;Ecole des Hautes Etudes en Sciences Sociales;Paris;FR; None
0000-0001-7492-7237;2019;;Early Stage Researcher;University of London;London;GB;School of Advanced Study
0000-0002-1147-4135;2018;;Phd;Pontificia Universidad Católica de Chile;Santiago;CL;Ciencias del Lenguaje
0000-0003-0591-5560;2013;;Phd;Universidad Nacional Autónoma de México;Coyoacan;MX;Facultad de Filosofía y Letras 
0000-0002-1470-7723;2007;2011;Phd;York University;Toronto;CA;History
0000-0002-4145-0521;;;Phd;University of Alicante;Alicante;ES;Polytechnic School 
0000-0001-6122-0777;2013;2019;Phd;Universidad de Alicante;Alicante;ES;Lenguajes y Sistemas Informáticos
0000-0001-6741-6746;2016;2021;Phd;Universidad de Buenos Aires;Buenos Aires;AR;Facultad de Filosofía y Letras
0000-0002-1650-1091;;2011;Phd;Universidad Carlos III de Madrid;Madrid;ES;Biblioteconomía y Documentación
0000-0002-2442-3193;1999;2004;Phd;El Colegio de Michoacán;Zamora;MX;Centro de Estudios Históricos
0000-0002-3752-9536;2019;;Phd;ISS ITSOS Marie Curie;Cernusco sul Naviglio;IT;Istituto di Istruzione Superiore 
0000-0003-2495-7213;2017;2018;Phd;Bachillerato Popular Salvador Herrera;Buenos Aires;AR;Lengua y Comunicación
0000-0001-6741-6746;2015;;Phd;Universidad Nacional de San Martín;Buenos Aires;AR;Escuela de Humanidades
0000-0003-2495-7213;2017;;Directora/Editora;Revista Africanía;Buenos Aires;AR;Dirección - Edición
